act_id,category,tarl_level,audience,function_reminder,max_words,text_draft,matrix_language,switch_points,register_note,verdict,corrected_text
praise-effort-general-001,praise,any,child,Praise visible effort even when the answer wasn't fully correct.,10,"Umejaribu sana, good try! Tutajaribu tena pamoja.",Swahili,"Umejaribu sana, [[good try]]! Tutajaribu tena pamoja.","Warm and encouraging, focusing on effort rather than the error, so the child feels safe to try again.",,
praise-improvement-001,praise,any,child,Note that the child is improving compared to earlier in the session.,12,"Vizuri sana! Unakuwa bora zaidi kuliko mwanzo, keep it up!",Swahili,"[[Vizuri sana!]] Unakuwa bora zaidi kuliko mwanzo, [[keep it up!]]","Warm and celebratory, using short punchy phrases to match a young child's energy and boost their confidence.",,
praise-confidence-001,praise,word,child,"Praise a confident, clear reading voice.",8,Vizuri sana! Sauti yako ilikuwa clear kabisa!,Swahili,[[Vizuri sana!]] Sauti yako ilikuwa [[clear]] kabisa!,"Warm and celebratory, short burst of genuine excitement to mirror a real classroom teacher's in-the-moment praise for a young child.",,
praise-self-correct-001,praise,any,child,Praise the child for catching and fixing their own mistake.,10,Vizuri sana! Ulijisahihisha mwenyewe — well done!,Swahili,[[Vizuri sana]]! Ulijisahihisha mwenyewe — [[well done]]!,"Warm and celebratory, making the child feel proud of their own self-awareness without sounding formal or exam-like.",,
praise-creative-answer-001,praise,story,child,Praise an imaginative answer to an open-ended story question.,12,"Vizuri sana! Jibu lako ni zuri na la ajabu, umefikiria vizuri!",Swahili,"[[Vizuri sana!]] Jibu lako ni zuri na la ajabu, umefikiria vizuri!","Warm and celebratory, using simple vivid words to make the child feel proud of their imaginative thinking.",,
praise-quiet-progress-001,praise,letter_syllable,child,Gently praise a shy or quiet child's small progress.,10,"Vizuri sana! Good job, ulijua hiyo!",Swahili,"[[Vizuri sana!]] [[Good job,]] ulijua hiyo!","Speak softly and warmly, matching the child's quiet energy so they feel seen rather than put on the spot.",,
hint-letter-sound-001,hint,beginner,child,Prompt the child to think of the sound the letter makes.,10,Hebu fikiria — haruf hii inasema sauti gani?,Swahili,[[Hebu]] fikiria — haruf hii inasema sauti gani?,"Keep tone gentle and inviting, like a nudge from a kind teacher — not a test question, just a soft prompt to help the child feel safe to try.",,
hint-syllable-blend-001,hint,letter_syllable,child,Prompt the child to blend the two sounds in the syllable together.,12,"Sawa, hebu unganisha sauti hizo mbili pamoja — blend!",Swahili,"Sawa, hebu unganisha sauti hizo mbili pamoja — [[blend]]!","Use a soft, encouraging tone — like a gentle nudge from a friend, not a command, to ease the child's hesitation.",,
hint-word-first-letter-001,hint,word,child,Prompt the child to look at the first letter of the word.,10,Angalia herufi ya kwanza. Inasema nini?,Swahili,Angalia herufi ya kwanza. Inasema nini?,"Keep the tone gently encouraging and unhurried, like a patient teacher nudging the child to try rather than giving up.",,
hint-word-familiar-001,hint,word,child,Suggest the word looks like one they already know.,12,Angalia vizuri! Neno hili linafanana na neno unalojua. Try kukumbuka!,Swahili,Angalia vizuri! Neno hili linafanana na neno unalojua. [[Try]] kukumbuka!,"Keep the tone gently encouraging and curious, like a teacher nudging rather than telling, so the child feels safe to guess.",,
hint-sentence-context-001,hint,paragraph,child,Suggest using the rest of the sentence as a clue for the tricky word.,14,Angalia sentensi yote — maneno mengine yanaweza kukusaidia. Try again!,Swahili,Angalia sentensi yote — maneno mengine yanaweza kukusaidia. [[Try again!]],"Warm and encouraging, like a gentle nudge from a helpful friend, not a correction.",,
hint-story-context-001,hint,story,child,Suggest thinking about what would make sense in the story so far.,14,Fikiria hadithi yetu. Neno hilo linafaa maana gani hapa?,Swahili,[[Think]] hadithi yetu. Neno hilo linafaa maana gani hapa?,"Warm and gently prompting, like a teacher leaning in to guide without giving the answer away.",,
hint-comprehension-001,hint,story,child,Suggest thinking back to what happened earlier in the story.,12,Fikiria kidogo — nini kilitokea mwanzo wa hadithi?,Swahili,[[Fikiria]] kidogo — nini kilitokea mwanzo wa hadithi?,"Warm and gently encouraging, like a patient teacher nudging the child to look back without pressure.",,
hint-slow-sound-out-001,hint,letter_syllable,child,"Suggest sounding out the syllable slowly, one part at a time.",12,"Hebu sound out polepole, kipande kimoja kimoja!",Swahili,"Hebu [[sound out]] polepole, kipande kimoja kimoja!","Warm and encouraging, using a gentle imperative to invite the child to try again without feeling corrected.",,
hint-look-again-001,hint,word,child,Suggest looking at the word again carefully before answering.,10,"Subiri! Angalia neno hilo tena, polepole polepole.",Swahili,"[[Subiri]]! Angalia neno hilo tena, polepole polepole.","Warm but gently firm — like a patient teacher slowing a rushing child down, not scolding.",,
hint-break-it-down-001,hint,paragraph,child,Suggest breaking the sentence into smaller chunks.,12,"Sawa, hebu tuisome sentensi hiyo kidogo kidogo, sehemu moja moja.",Swahili,"[[Sawa]], hebu tuisome sentensi hiyo kidogo kidogo, sehemu moja moja.","Warm and encouraging, using a gentle ""let's do it together"" tone so the child feels supported rather than singled out for struggling.",,
hint-picture-clue-001,hint,word,child,Suggest thinking of a picture that matches the word.,10,Fikiria picha — unaona nini akilini mwako?,Swahili,[[Fikiria]] picha — unaona nini akilini mwako?,"Gentle and curious, like a teacher leaning in and whispering a helpful secret to a young child.",,
hint-try-whisper-001,hint,beginner,child,Suggest whispering the sound first before saying it aloud.,10,"Sawa, kwanza whisper sauti hiyo, kisha tuiseme pamoja!",Swahili,"Sawa, kwanza [[whisper]] sauti hiyo, kisha tuiseme pamoja!","Keep the tone playful and inviting, making whispering feel like a fun low-stakes game rather than a test.",,
correction-letter-soft-001,correction,beginner,child,"Gently correct a misread letter sound without saying ""wrong"".",10,"Karibu! Herufi hii inasema ""try again"" — sikiliza: mmm!",Swahili,"Karibu! Herufi hii inasema ""[[try again]]"" — sikiliza: mmm!","Keep the tone playful and encouraging, like a kind older sibling giving a gentle nudge rather than a correction.",,
correction-syllable-soft-001,correction,letter_syllable,child,Gently correct a misread syllable.,10,"Karibu! Hebu tusikie tena — sema ""si"", si ""su"".",Swahili,"Karibu! [[Hebu]] tusikie tena — sema ""si"", si ""su"".","Keep the tone gentle and encouraging, like a kind older friend, never scolding — the child should feel safe to try again.",,
correction-word-soft-001,correction,word,child,Gently correct a misread word.,10,"Karibu! Hebu tujaribu tena, soma neno hili polepole.",Swahili,"Karibu! [[Hebu]] tujaribu tena, soma neno hili polepole.","Warm and encouraging, never scolding — the ""hebu"" invitation softens the correction into a gentle collaborative retry.",,
correction-sentence-soft-001,correction,paragraph,child,Gently correct a misread sentence within a paragraph.,12,"Karibu! Hebu jaribu tena, soma sentensi polepole zaidi.",Swahili,"Karibu! Hebu [[try again]], soma sentensi polepole zaidi.","Warm and encouraging, softening the correction with ""Karibu"" to avoid making the child feel bad about the mistake.",,
correction-model-pronunciation-001,correction,word,child,Model the correct pronunciation and ask the child to repeat it.,12,"Sikiliza vizuri: ""shule."" Sasa wewe, repeat — ""shule!""",Swahili,"Sikiliza vizuri: ""shule."" Sasa wewe, [[repeat]] — ""shule!""","Warm and encouraging, slow and clear on the modeled word so the child can hear each sound, then gently inviting them to try.",,
correction-comprehension-001,correction,story,child,Gently correct a misunderstanding without discouraging the child.,12,"Hmm, hebu tusikie tena — jibu liko karibu sana!",Swahili,"[[Hmm]], hebu tusikie tena — jibu liko karibu sana!","Use a soft, encouraging tone — the child should feel guided, not embarrassed, so keep the correction light and forward-looking.",,
correction-skip-word-001,correction,paragraph,child,Point out gently that a word was skipped and ask them to include it.,12,"Karibu sana! Lakini neno moja liliachwa. Jaribu tena, soma neno lote.",Swahili,"Karibu sana! Lakini neno moja liliachwa. [[Jaribu]] tena, soma neno lote.","Warm and gentle, reassuring the child rather than scolding, keeping the correction feel like a friendly nudge.",,
correction-mixed-up-order-001,correction,word,child,Point out that the sounds came out in the wrong order and ask for another try.,12,"Karibu! Sauti zilikuja kwa mpangilio mbaya. Try again, sawa?",Swahili,"Karibu! Sauti zilikuja kwa mpangilio mbaya. [[Try again]], sawa?","Warm and gentle, using ""karibu"" to soften the correction so the child doesn't feel discouraged, then a simple friendly nudge to retry.",,
correction-persistent-error-001,correction,any,child,Calmly acknowledge repeated difficulty and offer to move on for now.,14,"Sawa, hiyo ni ngumu kidogo. Hebu tuendelee, tutarudi baadaye.",Swahili,"[[Sawa]], hiyo ni ngumu kidogo. Hebu tuendelee, tutarudi baadaye.","Keep the tone gentle and reassuring — never frustrated — so the child feels safe, not ashamed, about struggling repeatedly.",,
correction-mispronounce-name-001,correction,story,child,Gently correct a mispronounced character or place name in a story.,12,"Karibu sana! Jaribu tena — jina hilo husemwa ""Amina."" Sawa?",Swahili,"Karibu sana! [[Jaribu tena]] — jina hilo husemwa ""Amina."" [[Sawa?]]","Keep the tone soft and encouraging, like a kind older sibling, so the child feels safe to try again without embarrassment.",,
level-up-beginner-to-letter-001,level_transition,beginner,child,Announce moving up from beginner to letter/syllable level.,14,"Hongera sana! Umefanya vizuri. Sasa tutajifunza herufi pamoja, ready?",Swahili,"[[Hongera]] sana! Umefanya [[vizuri]]. Sasa tutajifunza herufi pamoja, [[ready?]]","Bright and celebratory — match the child's excitement at levelling up, keeping it short and inviting rather than formal.",,
level-up-letter-to-word-001,level_transition,letter_syllable,child,Announce moving up from letter/syllable to word level.,14,Hongera sana! Umefanya vizuri. Sasa tutasoma maneno. Ready? Twende!,Swahili,Hongera sana! Umefanya vizuri. Sasa tutasoma maneno. [[Ready?]] Twende!,"Warm and celebratory, short punchy phrases to match a young child's excitement at levelling up.",,
level-up-word-to-paragraph-001,level_transition,word,child,Announce moving up from word to paragraph level.,14,"Hongera sana! Sasa tunaenda kusoma paragraph nzima pamoja, ready?",Swahili,"[[Hongera]] sana! Sasa tunaenda kusoma [[paragraph]] nzima pamoja, [[ready?]]","Bright and celebratory — match the child's achievement with genuine excitement, keeping it brief and forward-looking so they feel confident stepping up.",,
level-up-paragraph-to-story-001,level_transition,paragraph,child,Announce moving up from paragraph to story level.,14,Hongera sana! Sasa tutasoma hadithi nzima. Ready? Twende!,Swahili,Hongera sana! Sasa tutasoma hadithi nzima. [[Ready?]] Twende!,"Celebratory and energetic — mirror the excitement a real teacher shows when a child earns a big step up, keeping it brief and motivating.",,
level-stay-beginner-001,level_transition,beginner,child,Reassure the child they're staying at beginner level to build confidence.,14,"Sawa, tutaendelea pamoja hapa. Unafanya vizuri sana, keep it up!",Swahili,"Sawa, tutaendelea pamoja hapa. Unafanya vizuri sana, [[keep it up]]!","Warm and reassuring — use a calm, encouraging voice so the child feels safe and motivated, not judged.",,
level-stay-letter-001,level_transition,letter_syllable,child,Reassure the child they're staying at letter/syllable level.,14,"Sawa, tutaendelea na herufi pamoja. Unafanya vizuri sana!",Swahili,"Sawa, tutaendelea na herufi pamoja. Unafanya [[vizuri]] sana!","Keep the tone warm and encouraging — reassure the child with a gentle smile in the voice, avoiding any sense of disappointment or failure.",,
level-stay-word-001,level_transition,word,child,Reassure the child they're staying at word level.,14,"Sawa, tutaendelea na maneno. Unafanya vizuri sana, keep it up!",Swahili,"Sawa, tutaendelea na maneno. Unafanya vizuri sana, [[keep it up]]!","Warm and reassuring — frame staying at word level as a positive, not a setback, so the child feels encouraged rather than judged.",,
level-stay-paragraph-001,level_transition,paragraph,child,Reassure the child they're staying at paragraph level.,14,"Sawa kabisa! Tutaendelea na hadithi. Unafanya vizuri sana, keep it up!",Swahili,"Sawa kabisa! Tutaendelea na hadithi. Unafanya vizuri sana, [[keep it up!]]","Warm and encouraging, reassuring the child without any hint of disappointment — frame staying as a positive, comfortable continuation.",,
level-down-word-to-letter-001,level_transition,word,child,Gently explain the child will practice letter/syllable items for a bit.,16,"Sawa, sasa tutafanya mazoezi ya herufi kidogo. Itakuwa rahisi, usiwe na wasiwasi!",Swahili,"[[Sawa]], sasa tutafanya mazoezi ya herufi kidogo. Itakuwa rahisi, usiwe na wasiwasi!","Warm and reassuring — normalize the level shift so the child feels safe, not singled out or punished.",,
level-first-assessment-001,level_transition,any,child,Explain that this first session is about finding the right starting level.,16,Habari! Leo tutaanza kwa maswali madogo madogo ili tupate level yako nzuri. Uko tayari?,Swahili,Habari! Leo tutaanza kwa maswali madogo madogo ili tupate [[level]] yako nzuri. Uko tayari?,"Bright and welcoming, like a friendly teacher greeting a child on their very first day — enthusiastic but calm so the child feels safe, not tested.",,
encourage-tired-001,encouragement,any,child,Encourage a child who seems to be losing focus or getting tired.,12,"Umefanya vizuri sana! Keep going, tunakaribia mwisho!",Swahili,"Umefanya vizuri sana! [[Keep going]], tunakaribia mwisho!","Warm and energising — short burst of praise followed by hope, like a cheerful nudge from a teacher who believes in the child.",,
encourage-frustrated-001,encouragement,any,child,Reassure a child who seems frustrated after a few misses in a row.,12,"Pole sana! Jaribu tena, unaweza — keep trying, wewe ni hodari!",Swahili,"Pole sana! Jaribu tena, unaweza — [[keep trying]], wewe ni hodari!","Use a soft, warm and reassuring tone — like a kind older sibling gently cheering the child on after a stumble, never scolding or pressuring.",,
encourage-nervous-001,encouragement,any,child,Reassure a shy or nervous-sounding child before they begin.,12,"Karibu! Hakuna wasiwasi, wewe ni hodari. Ready? Tuanze pamoja!",Swahili,"Karibu! Hakuna wasiwasi, wewe ni hodari. [[Ready?]] Tuanze pamoja!","Speak with a warm, gentle smile in the voice — slow and soft to calm nerves, never rushed or exam-like.",,
encourage-halfway-001,encouragement,any,child,"Encourage the child partway through, noting they're doing this well.",12,"Umefanya vizuri sana! Keep it up, tunakwenda vizuri pamoja!",Swahili,"Umefanya vizuri sana! [[Keep it up]], tunakwenda vizuri pamoja!","Warm and celebratory, like a proud teacher cheering the child on at the midpoint of a fun activity.",,
encourage-hard-item-001,encouragement,paragraph,child,Encourage the child before a noticeably harder item.,12,"Sasa swali ni gumu kidogo, lakini wewe unaweza. Ready?",Swahili,"Sasa swali ni gumu kidogo, lakini wewe unaweza. [[Ready?]]","Keep tone warm and gently rallying — like a teacher giving a quiet confidence boost before a challenge, not a dramatic announcement.",,
encourage-after-break-001,encouragement,any,child,Welcome the child back warmly after a pause in the session.,12,"Karibu tena! Welcome back, sasa tuendelee pamoja, sawa?",Swahili,"Karibu tena! [[Welcome back]], sasa tuendelee pamoja, sawa?","Warm and cheerful, like a friendly teacher greeting a child at the classroom door after a short break.",,
encourage-quiet-voice-001,encouragement,any,child,"Gently ask the child to try speaking a little louder, encouragingly.",12,"Vizuri! Sema tena, lakini sauti kubwa zaidi — try again!",Swahili,"Vizuri! Sema tena, lakini sauti kubwa zaidi — [[try again]]!","Warm and playful, never scolding — frame it as a fun retry so the child feels safe to speak up.",,
encourage-distraction-001,encouragement,any,child,Gently bring the child's attention back without scolding.,12,"Haya rafiki, tuko pamoja hapa! Come on, tuendelee kusoma!",Swahili,"Haya rafiki, tuko pamoja hapa! [[Come on]], tuendelee kusoma!","Keep the tone playful and inviting, like a friendly nudge rather than a reprimand, so the child feels welcomed back rather than told off.",,
closing-session-complete-001,closing,any,child,Close out a normal session and tell the child what happens next.,14,"Hongera sana! Umefanya vizuri leo. Tutaendelea kesho, sawa?",Swahili,"[[Hongera]] sana! Umefanya [[vizuri]] leo. Tutaendelea kesho, sawa?",Warm and celebratory — end on a high note so the child feels proud and looks forward to the next session.,,
closing-session-paused-001,closing,any,child,Tell the child the session is being paused and can continue later.,12,"Sawa, tutasimama hapa. Tutaendelea baadaye, okay?",Swahili,"Sawa, tutasimama hapa. Tutaendelea baadaye, [[okay]]?",Keep the tone gentle and reassuring so the child feels no anxiety about stopping mid-session.,,
closing-session-ended-early-001,closing,any,child,Warmly end a session that's stopping earlier than planned.,14,"Sawa! Umefanya vizuri sana leo. Tutaendelea kesho, okay? Bye bye!",Swahili,"[[Okay]]! Umefanya vizuri sana leo. Tutaendelea kesho, [[okay]]? [[Bye bye]]!",Keep the tone light and upbeat so the child feels proud rather than disappointed about stopping early.,,
closing-level-summary-001,closing,any,child,"Briefly tell the child what level they're working at, in simple terms.",16,"Umefanya vizuri sana! Sasa uko level ya pili. Keep it up, rafiki yangu!",Swahili,"Umefanya vizuri sana! Sasa uko [[level]] ya pili. [[Keep it up]], rafiki yangu!","Use warm, celebratory praise to leave the child feeling proud and motivated at the end of their session.",,
closing-thank-you-001,closing,any,child,"Thank the child for their effort today, warmly and briefly.",10,"Asante sana kwa kazi yako nzuri leo, well done!",Swahili,"Asante sana kwa kazi yako nzuri leo, [[well done]]!","Use a warm, celebratory tone — like a proud teacher giving a gentle hug in words — to leave the child feeling accomplished at session end.",,
closing-see-you-next-time-001,closing,any,child,Tell the child when or how they'll practice again.,12,"Vizuri sana! Tutaonana tena hivi karibuni, sawa? Bye bye!",Swahili,"[[Vizuri sana]]! Tutaonana tena hivi karibuni, sawa? [[Bye bye]]!","Warm and upbeat, like a friendly teacher wrapping up class — reassuring the child that a fun reunion is coming soon.",,
repair-no-audio-001,repair,any,child,Nothing was heard. Ask the child to try again.,8,"Samahani, sikusikia. Jaribu tena, sawa?",Swahili,"Samahani, sikusikia. Jaribu tena, [[sawa]]?","Warm and gentle, reassuring the child there is no pressure to repeat themselves.",,
repair-too-quiet-001,repair,any,child,Audio was too quiet. Ask the child to speak a little louder.,8,"Sema tena, sauti kubwa zaidi kidogo!",Swahili,"Sema tena, sauti kubwa zaidi kidogo!","Warm and encouraging, using simple direct Swahili a young child will immediately understand, with no intimidating or exam-like tone.",,
repair-background-noise-001,repair,any,child,Too much background noise. Ask the child to move somewhere quieter or closer to the phone.,10,Kelele nyingi! Tafadhali move karibu zaidi na simu yako.,Swahili,Kelele nyingi! Tafadhali [[move]] karibu zaidi na simu yako.,"Warm and gentle, using a simple action word in English that young bilingual children in this context naturally use when talking about physically relocating.",,
repair-unclear-answer-001,repair,any,child,The answer was unclear. Ask the child to say it again.,8,"Samahani, sikusikia vizuri. Sema tena, sawa?",Swahili,"Samahani, sikusikia vizuri. Sema tena, [[sawa]]?","Warm and gentle, reassuring the child there's no mistake — Ntina simply didn't hear clearly.",,
repair-talked-over-001,repair,any,child,The child spoke while the agent was still talking. Ask them to wait for the agent to finish before answering.,8,"Subiri kidogo, niache nimaliza kwanza!",Swahili,"Subiri kidogo, niache nimaliza kwanza!","Warm and gently redirecting, like a patient teacher nudging a eager child to wait their turn.",,
repair-confirm-low-confidence-001,repair,any,child,"Read a low-confidence answer back to the child to confirm it, instead of asking them to redo it.",12,"Ulisema ""ndege"" — je, hiyo ndiyo jibu lako?",Swahili,"Ulisema ""ndege"" — je, hiyo ndiyo jibu lako?","Gentle and curious, not corrective — invites the child to confirm without pressure.",,
escalate-call-facilitator-001,escalation,any,facilitator,Alert the facilitator that repeated repair attempts have failed and their attention is needed now.,8,"Tafadhali ingilia kati, repair attempts tatu zimeshindwa.",Swahili,"Tafadhali ingilia kati, [[repair attempts]] tatu zimeshindwa.","Neutral and direct, addressed to a supervising adult requiring immediate operational action.",,
escalate-technical-fault-001,escalation,any,facilitator,"Report a technical fault to the facilitator in plain, factual terms.",12,Hitilafu ya kiufundi imetokea. Session haiwezi kuendelea sasa hivi.,Swahili,Hitilafu ya kiufundi imetokea. [[Session]] haiwezi kuendelea sasa hivi.,"Neutral and factual, adult-to-adult operational tone with no affective framing.",,
escalate-distress-handover-001,escalation,any,child,Gently acknowledge that the child seems upset and say help is coming right away -- never try to continue the session first.,10,"Pole sana, msaada unakuja sasa hivi, subiri kidogo.",Swahili,"Pole sana, msaada unakuja sasa hivi, subiri kidogo.","Soft, unhurried, and purely reassuring — no lesson language at all, just warmth directed at a distressed young child.",,
escalate-helper-coming-001,escalation,any,child,"Tell the child, simply and reassuringly, that a person is coming to help them now.",8,"Sawa, mtu anakuja kukusaidia sasa hivi!",Swahili,"Sawa, mtu anakuja kukusaidia sasa hivi!","Warm and calm reassurance, spoken gently to settle any anxiety the child may be feeling.",,
facilitator-confirm-level-001,facilitator,any,facilitator,Ask the facilitator to confirm the assigned reading level before it takes effect.,12,Tafadhali thibitisha level moja kabla haijahifadhiwa.,Swahili,Tafadhali thibitisha [[level]] moja kabla haijahifadhiwa.,"Neutral and direct, addressing the facilitator in a professional peer tone with no added warmth or formality.",,
facilitator-session-summary-001,facilitator,any,facilitator,Report a brief factual summary of the session's results to the facilitator.,16,"Kikao kimeisha. Mtoto alisoma maneno 18 kwa usahihi, na alikosea mara 4 kwenye level ya phonics.",Swahili,"Kikao kimeisha. Mtoto alisoma maneno 18 kwa usahihi, na alikosea mara 4 kwenye [[level]] ya [[phonics]].","Neutral and factual, peer-to-peer operational tone between the tutor system and the adult facilitator.",,
facilitator-start-next-child-001,facilitator,any,facilitator,Prompt the facilitator to begin the next child's session.,10,Mtoto huyu amemaliza. Unaweza kuleta mtoto wa pili sasa.,Swahili,Mtoto huyu amemaliza. Unaweza kuleta mtoto wa pili sasa.,"Neutral and operational, addressing the facilitator directly with a plain factual handoff instruction.",,
facilitator-sync-warning-001,facilitator,any,facilitator,Warn the facilitator that this session's recordings have not yet synced to the server.,12,"Rekodi za kikao hiki bado hazijasync kwenye server, mtandao haupo.",Swahili,"Rekodi za kikao hiki bado hazija[[sync]] kwenye [[server]], mtandao haupo.","Neutral and factual, adult-to-adult operational tone with no hedging or child-directed warmth.",,
