item_id,tarl_level,item_type,text,difficulty_rank,selection_rationale,source,reviewed_by,review_status,notes
yo-ls-011,letter_syllable,syllable,mi,11,"Open CV syllable 'mi': 'm' is extremely frequent, including as a syllabic nasal on its own and in everyday words (mi, mo, màmá). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-012,letter_syllable,syllable,mo,12,"Open CV syllable 'mo': 'm' is extremely frequent, including as a syllabic nasal on its own and in everyday words (mi, mo, màmá). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-013,letter_syllable,syllable,mọ,13,"Open CV syllable 'mọ': 'm' is extremely frequent, including as a syllabic nasal on its own and in everyday words (mi, mo, màmá). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-014,letter_syllable,syllable,mu,14,"Open CV syllable 'mu': 'm' is extremely frequent, including as a syllabic nasal on its own and in everyday words (mi, mo, màmá). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-015,letter_syllable,syllable,na,15,"Open CV syllable 'na': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-016,letter_syllable,syllable,ne,16,"Open CV syllable 'ne': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-017,letter_syllable,syllable,nẹ,17,"Open CV syllable 'nẹ': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-018,letter_syllable,syllable,ni,18,"Open CV syllable 'ni': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-019,letter_syllable,syllable,no,19,"Open CV syllable 'no': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-020,letter_syllable,syllable,nọ,20,"Open CV syllable 'nọ': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-021,letter_syllable,syllable,nu,21,"Open CV syllable 'nu': 'n' is extremely frequent, including as a syllabic nasal and in everyday words (ni, náà, ìwé...ǹ). Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-022,letter_syllable,syllable,la,22,"Open CV syllable 'la': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-023,letter_syllable,syllable,le,23,"Open CV syllable 'le': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-024,letter_syllable,syllable,lẹ,24,"Open CV syllable 'lẹ': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-025,letter_syllable,syllable,li,25,"Open CV syllable 'li': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-026,letter_syllable,syllable,lo,26,"Open CV syllable 'lo': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-027,letter_syllable,syllable,lọ,27,"Open CV syllable 'lọ': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-028,letter_syllable,syllable,lu,28,"Open CV syllable 'lu': 'l' is a common consonant across everyday vocabulary (ilé, olú, kíni) without being restricted to a small word class. Presented as a full consonant-vowel unit, not an isolated letter, since CV syllables (not bare consonants) are the meaningful tone-bearing unit in Yoruba -- see docs/INSTRUMENT-SPEC.md. Shown here at mid tone (unmarked) as the citation form; tone-marked variants are a separate pedagogical step not covered by this bare-syllable set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. Vowel inventory includes the subdot phonemes ẹ and ọ, which are distinct phonemes from e/o, not typos -- confirm rendering is correct in the final recording script/UI font."
yo-ls-029,letter_syllable,syllable,ka,29,"Open CV syllable 'ka': 'k' is a high-frequency onset consonant in Yoruba (kí, kó, ìkàwé); included at mid tone (unmarked) as the citation form, paired with b/m/n/l for a 6th-consonant comparison point in the set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use."
yo-ls-030,letter_syllable,syllable,ki,30,"Open CV syllable 'ki': 'k' is a high-frequency onset consonant in Yoruba (kí, kó, ìkàwé); included at mid tone (unmarked) as the citation form, paired with b/m/n/l for a 6th-consonant comparison point in the set.",Author-created; syllable-vs-letter and tone reasoning in docs/INSTRUMENT-SPEC.md 'Yoruba tone: not optional'.,TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use."
yo-w-001,word,word,ilé,1,"High-frequency concrete noun, high tone on second syllable; one of the first nouns a child learns. (house).","Author-created; general knowledge of common Yoruba child vocabulary, cross-checked against standard tone-marking conventions where the author had confidence in them.",TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. IMPORTANT: unlike the Swahili word list, several of these items' tone markings are genuinely uncertain (flagged individually above) because Yoruba tone requires native-speaker judgment the author does not have -- treat every row in this word list as needing tone verification, not just the ones individually flagged."
yo-w-002,word,word,omi,2,"Universally familiar, daily-life word; both syllables mid tone (unmarked). (water).","Author-created; general knowledge of common Yoruba child vocabulary, cross-checked against standard tone-marking conventions where the author had confidence in them.",TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. IMPORTANT: unlike the Swahili word list, several of these items' tone markings are genuinely uncertain (flagged individually above) because Yoruba tone requires native-speaker judgment the author does not have -- treat every row in this word list as needing tone verification, not just the ones individually flagged."
yo-w-003,word,word,ajá,3,"Common domestic animal, high tone on second syllable. (dog).","Author-created; general knowledge of common Yoruba child vocabulary, cross-checked against standard tone-marking conventions where the author had confidence in them.",TBD,draft,"No corpus frequency analysis was run for this item -- see docs/SOURCES.md 'No primary frequency analysis was performed'. Selection rests on general knowledge of the language's common consonants/vocabulary, not a textbook frequency count. Needs native-speaker sign-off before use. IMPORTANT: unlike the Swahili word list, several of these items' tone markings are genuinely uncertain (flagged individually above) because Yoruba tone requires native-speaker judgment the author does not have -- treat every row in this word list as needing tone verification, not just the ones individually flagged."
