file_name,set,item_id_or_act_id,item_type,story_id,difficulty_rank,text_to_read,speaker_type,done,usable,notes
,setA,,=== SECTION ===,,,ASSESSOR INSTRUCTION: WORDS — point to each word and ask the speaker to read it aloud. Pause between each. Do not correct them.,,,,
yo-en_setA_SPEAKER_yo-w-001.wav,setA,yo-w-001,word,,1,ilé,all,,,
yo-en_setA_SPEAKER_yo-w-002.wav,setA,yo-w-002,word,,2,omi,all,,,
yo-en_setA_SPEAKER_yo-w-003.wav,setA,yo-w-003,word,,3,ajá,all,,,
yo-en_setA_SPEAKER_yo-w-004.wav,setA,yo-w-004,word,,4,ẹja,all,,,
yo-en_setA_SPEAKER_yo-w-005.wav,setA,yo-w-005,word,,5,igi,all,,,
yo-en_setA_SPEAKER_yo-w-006.wav,setA,yo-w-006,word,,6,orí,all,,,
yo-en_setA_SPEAKER_yo-w-007.wav,setA,yo-w-007,word,,7,ojú,all,,,
yo-en_setA_SPEAKER_yo-w-008.wav,setA,yo-w-008,word,,8,etí,all,,,
yo-en_setA_SPEAKER_yo-w-009.wav,setA,yo-w-009,word,,9,imú,all,,,
yo-en_setA_SPEAKER_yo-w-010.wav,setA,yo-w-010,word,,10,ẹnu,all,,,
yo-en_setA_SPEAKER_yo-w-011.wav,setA,yo-w-011,word,,11,ọwọ́,all,,,
yo-en_setA_SPEAKER_yo-w-012.wav,setA,yo-w-012,word,,12,ẹsẹ̀,all,,,
yo-en_setA_SPEAKER_yo-w-013.wav,setA,yo-w-013,word,,13,ìyá,all,,,
yo-en_setA_SPEAKER_yo-w-014.wav,setA,yo-w-014,word,,14,bàbá,all,,,
yo-en_setA_SPEAKER_yo-w-015.wav,setA,yo-w-015,word,,15,ọmọ,all,,,
yo-en_setA_SPEAKER_yo-w-016.wav,setA,yo-w-016,word,,16,ìwé,all,,,
yo-en_setA_SPEAKER_yo-w-017.wav,setA,yo-w-017,word,,17,aṣọ,all,,,
yo-en_setA_SPEAKER_yo-w-018.wav,setA,yo-w-018,word,,18,bàtà,all,,,
yo-en_setA_SPEAKER_yo-w-019.wav,setA,yo-w-019,word,,19,ọjà,all,,,
yo-en_setA_SPEAKER_yo-w-020.wav,setA,yo-w-020,word,,20,ọ̀rẹ́,all,,,
yo-en_setA_SPEAKER_yo-w-021.wav,setA,yo-w-021,word,,21,odò,all,,,
yo-en_setA_SPEAKER_yo-w-022.wav,setA,yo-w-022,word,,22,oòrùn,all,,,
yo-en_setA_SPEAKER_yo-w-023.wav,setA,yo-w-023,word,,23,òṣùpá,all,,,
yo-en_setA_SPEAKER_yo-w-024.wav,setA,yo-w-024,word,,24,àpò,all,,,
yo-en_setA_SPEAKER_yo-w-025.wav,setA,yo-w-025,word,,25,àga,all,,,
yo-en_setA_SPEAKER_yo-w-026.wav,setA,yo-w-026,word,,26,adìẹ,all,,,
yo-en_setA_SPEAKER_yo-w-027.wav,setA,yo-w-027,word,,27,ewúrẹ́,all,,,
yo-en_setA_SPEAKER_yo-w-028.wav,setA,yo-w-028,word,,28,màálù,all,,,
yo-en_setA_SPEAKER_yo-w-029.wav,setA,yo-w-029,word,,29,ológbò,all,,,
yo-en_setA_SPEAKER_yo-w-030.wav,setA,yo-w-030,word,,30,ọkọ̀,all,,,
yo-en_setA_SPEAKER_yo-w-031.wav,setA,yo-w-031,word,,31,iṣẹ́,all,,,
yo-en_setA_SPEAKER_yo-w-032.wav,setA,yo-w-032,word,,32,eré,all,,,
yo-en_setA_SPEAKER_yo-w-033.wav,setA,yo-w-033,word,,33,òkúta,all,,,
yo-en_setA_SPEAKER_yo-w-034.wav,setA,yo-w-034,word,,34,oúnjẹ,all,,,
yo-en_setA_SPEAKER_yo-w-035.wav,setA,yo-w-035,word,,35,ilé-ìwé,all,,,
yo-en_setA_SPEAKER_yo-w-036.wav,setA,yo-w-036,word,,36,ọkùnrin,all,,,
yo-en_setA_SPEAKER_yo-w-037.wav,setA,yo-w-037,word,,37,obìnrin,all,,,
yo-en_setA_SPEAKER_yo-w-038.wav,setA,yo-w-038,word,,38,ọjọ́,all,,,
yo-en_setA_SPEAKER_yo-w-039.wav,setA,yo-w-039,word,,39,alẹ́,all,,,
yo-en_setA_SPEAKER_yo-w-040.wav,setA,yo-w-040,word,,40,ẹ̀bùn,all,,,
,setA,,=== SECTION ===,,,"ASSESSOR INSTRUCTION: PARAGRAPHS — show the speaker the whole paragraph and ask them to read it aloud from start to finish, without stopping. Do not correct them mid-read.",,,,
yo-en_setA_SPEAKER_yo-p-001.wav,setA,yo-p-001,paragraph,,1,Ìyá ń dáná fún oúnjẹ. Iná ń jó gbóná gbóná. Iná ń fún ni ìmọ́lẹ̀. Gbogbo wa fẹ́ràn iná gan-an.,all,,,
yo-en_setA_SPEAKER_yo-p-002.wav,setA,yo-p-002,paragraph,,2,Mo fẹ́ràn kíka ìwé gidigidi. Ìyá àti bàbá mi ṣiṣẹ́. Mo ka ìwé fúnra mi. Kíka jẹ́ ìdùnnú fún mi.,all,,,
,setA,,=== SECTION ===,,,"ASSESSOR INSTRUCTION: STORIES — show the speaker the whole story and ask them to read it aloud from start to finish, without stopping. Do not correct them mid-read. After they finish, ask the comprehension questions for this story (see the COMPREHENSION QUESTIONS block below — each question shows which story it belongs to).",,,,
yo-en_setA_SPEAKER_yo-s-001.wav,setA,yo-s-001,story,,1,"Ọkọ́ rẹ̀ kúrú jù. Ọ̀nà ilẹ̀kùn rẹ̀ kéré jù. Ibùsùn rẹ̀ kúrú jù pẹ̀lú. Ọkùnrin yìí ga jù! Ó ṣe ọwọ ọkọ́ gígùn púpọ̀ kan. Ó ṣe ara ilẹ̀kùn gíga púpọ̀. Ó ṣe ibùsùn gígùn púpọ̀ kan. Ó kúrò ní ilé rẹ̀, ó sì gbé ní igbó ńlá kan. Ó gbé fún ọdún púpọ̀, ó sì láyọ̀.",all,,,
yo-en_setA_SPEAKER_yo-s-002.wav,setA,yo-s-002,story,,2,"Adé fẹ́ràn ọgbà rẹ̀ gan-an. Ó gbin ẹfọ́ àti ẹ̀gẹ́ nínú ọgbà. Ní gbogbo ọjọ́, ó bu omi fún wọn. Ewéko náà ń dàgbà kíákíá. Ọjọ́ kan, ọ̀rẹ́ rẹ̀ Bísí wá sí ọgbà. Wọ́n jọ mú ẹfọ́ jáde papọ̀. Ìyá Adé se oúnjẹ dídùn pẹ̀lú ẹfọ́ náà. Gbogbo ẹbí jẹun papọ̀, wọ́n sì láyọ̀.",all,,,
,setA,,=== SECTION ===,,,"ASSESSOR INSTRUCTION: COMPREHENSION QUESTIONS — ask each question aloud right after the speaker finishes reading the matching story (each question below shows which story it's for). Do not show the speaker the written question. Record their spoken answer, not a summary of it.",,,,
yo-en_setA_SPEAKER_yo-s-001-q1.wav,setA,yo-s-001-q1,comprehension_question,yo-s-001,1,Ǹjẹ́ ọkọ́ ọkùnrin náà gùn tàbí kúrú ní ìbẹ̀rẹ̀ ìtàn náà?,all,,,
yo-en_setA_SPEAKER_yo-s-001-q2.wav,setA,yo-s-001-q2,comprehension_question,yo-s-001,2,Kí nìdí tí ọkùnrin náà fi ṣe ohun èlò tuntun fún ara rẹ̀?,all,,,
yo-en_setA_SPEAKER_yo-s-002-q1.wav,setA,yo-s-002-q1,comprehension_question,yo-s-002,1,Kí ni Adé gbìn sínú ọgbà rẹ̀?,all,,,
yo-en_setA_SPEAKER_yo-s-002-q2.wav,setA,yo-s-002-q2,comprehension_question,yo-s-002,2,Kí nìdí tí ẹbí Adé fi láyọ̀ ní òpin ìtàn náà?,all,,,
